"Statistic:   Number of Acceptances"
"Variables:   Provider Name , Age Band , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR4_009_01.pdf"
 
Cycle Year,Provider Name , Age Band,Number of Acceptances,
2009 ,"'H24 Heriot-Watt University, Edinburgh' ","'19' ",225
2009 ,"'H24 Heriot-Watt University, Edinburgh' ","'20' ",115
2009 ,"'H24 Heriot-Watt University, Edinburgh' ","'21 and over' ",330
2009 ,"'H36 University of Hertfordshire' ","'17 and under' ",25
2009 ,"'H36 University of Hertfordshire' ","'18' ",2955
2009 ,"'H36 University of Hertfordshire' ","'19' ",1635
2009 ,"'H36 University of Hertfordshire' ","'20' ",630
2009 ,"'H36 University of Hertfordshire' ","'21 and over' ",1245
2009 ,"'H39 Highbury College' ","'17 and under' ",5
2009 ,"'H39 Highbury College' ","'18' ",5
2009 ,"'H39 Highbury College' ","'19' ",5
2009 ,"'H39 Highbury College' ","'21 and over' ",25
2009 ,"'H48 Heythrop College (University of London)' ","'18' ",100
2009 ,"'H48 Heythrop College (University of London)' ","'19' ",35
2009 ,"'H48 Heythrop College (University of London)' ","'20' ",20
2009 ,"'H48 Heythrop College (University of London)' ","'21 and over' ",40
2009 ,"'H49 University of the Highlands and Islands' ","'17 and under' ",150
2009 ,"'H49 University of the Highlands and Islands' ","'18' ",405
2009 ,"'H49 University of the Highlands and Islands' ","'19' ",270
2009 ,"'H49 University of the Highlands and Islands' ","'20' ",140
2009 ,"'H49 University of the Highlands and Islands' ","'21 and over' ",880
2009 ,"'H50 Holborn College' ","'17 and under' ",10
2009 ,"'H50 Holborn College' ","'18' ",30
2009 ,"'H50 Holborn College' ","'19' ",30
2009 ,"'H50 Holborn College' ","'20' ",40
2009 ,"'H50 Holborn College' ","'21 and over' ",180
2009 ,"'H54 Hopwood Hall College' ","'18' ",10
2009 ,"'H54 Hopwood Hall College' ","'19' ",10
2009 ,"'H54 Hopwood Hall College' ","'21 and over' ",15
2009 ,"'H58 Kirklees College (Formerly Huddersfield Technical College)' ","'21 and over' ",5
2009 ,"'H60 The University of Huddersfield' ","'17 and under' ",5
2009 ,"'H60 The University of Huddersfield' ","'18' ",1915
2009 ,"'H60 The University of Huddersfield' ","'19' ",770
2009 ,"'H60 The University of Huddersfield' ","'20' ",305
2009 ,"'H60 The University of Huddersfield' ","'21 and over' ",1260
2009 ,"'H72 The University of Hull' ","'17 and under' ",10
2009 ,"'H72 The University of Hull' ","'18' ",2135
2009 ,"'H72 The University of Hull' ","'19' ",585
2009 ,"'H72 The University of Hull' ","'20' ",210
2009 ,"'H72 The University of Hull' ","'21 and over' ",895
2009 ,"'H73 Hull College' ","'17 and under' ",5
2009 ,"'H73 Hull College' ","'18' ",135
2009 ,"'H73 Hull College' ","'19' ",100
2009 ,"'H73 Hull College' ","'20' ",105
2009 ,"'H73 Hull College' ","'21 and over' ",245
2009 ,"'H75 Hull York Medical School' ","'18' ",70
2009 ,"'H75 Hull York Medical School' ","'19' ",25
2009 ,"'H75 Hull York Medical School' ","'21 and over' ",40
2009 ,"'I50 Imperial College London' ","'17 and under' ",30
2009 ,"'I50 Imperial College London' ","'18' ",1105
2009 ,"'I50 Imperial College London' ","'19' ",145
2009 ,"'I50 Imperial College London' ","'20' ",20
2009 ,"'I50 Imperial College London' ","'21 and over' ",55
2009 ,"'I60 Islamic College for Advanced Studies' ","'18' ",5
2009 ,"'I60 Islamic College for Advanced Studies' ","'19' ",5
2009 ,"'I60 Islamic College for Advanced Studies' ","'20' ",5
2009 ,"'I60 Islamic College for Advanced Studies' ","'21 and over' ",5
2009 ,"'K12 Keele University' ","'17 and under' ",5
2009 ,"'K12 Keele University' ","'18' ",1480
2009 ,"'K12 Keele University' ","'19' ",410
2009 ,"'K12 Keele University' ","'20' ",115
2009 ,"'K12 Keele University' ","'21 and over' ",380
2009 ,"'K24 The University of Kent' ","'17 and under' ",15
2009 ,"'K24 The University of Kent' ","'18' ",2635
2009 ,"'K24 The University of Kent' ","'19' ",685
2009 ,"'K24 The University of Kent' ","'20' ",220
2009 ,"'K24 The University of Kent' ","'21 and over' ",465
2009 ,"'K60 King's College London (University of London)' ","'17 and under' ",25
2009 ,"'K60 King's College London (University of London)' ","'18' ",1555
2009 ,"'K60 King's College London (University of London)' ","'19' ",570
2009 ,"'K60 King's College London (University of London)' ","'20' ",160
2009 ,"'K60 King's College London (University of London)' ","'21 and over' ",665
2009 ,"'K84 Kingston University' ","'17 and under' ",15
2009 ,"'K84 Kingston University' ","'18' ",2175
2009 ,"'K84 Kingston University' ","'19' ",1715
2009 ,"'K84 Kingston University' ","'20' ",710
2009 ,"'K84 Kingston University' ","'21 and over' ",2195
2009 ,"'L07 The University of Wales, Lampeter' ","'17 and under' ",10
2009 ,"'L07 The University of Wales, Lampeter' ","'18' ",140
2009 ,"'L07 The University of Wales, Lampeter' ","'19' ",55
2009 ,"'L07 The University of Wales, Lampeter' ","'20' ",35
2009 ,"'L07 The University of Wales, Lampeter' ","'21 and over' ",105
2009 ,"'L14 Lancaster University' ","'17 and under' ",5
2009 ,"'L14 Lancaster University' ","'18' ",1855
2009 ,"'L14 Lancaster University' ","'19' ",295
2009 ,"'L14 Lancaster University' ","'20' ",85
2009 ,"'L14 Lancaster University' ","'21 and over' ",155
2009 ,"'L21 Leeds City College' ","'18' ",50
2009 ,"'L21 Leeds City College' ","'19' ",30
2009 ,"'L21 Leeds City College' ","'20' ",25
2009 ,"'L21 Leeds City College' ","'21 and over' ",80
2009 ,"'L23 University of Leeds' ","'17 and under' ",25
2009 ,"'L23 University of Leeds' ","'18' ",4390
2009 ,"'L23 University of Leeds' ","'19' ",1185
2009 ,"'L23 University of Leeds' ","'20' ",225
2009 ,"'L23 University of Leeds' ","'21 and over' ",545
2009 ,"'L24 Leeds Trinity University' ","'18' ",480
2009 ,"'L24 Leeds Trinity University' ","'19' ",180
2009 ,"'L24 Leeds Trinity University' ","'20' ",55
2009 ,"'L24 Leeds Trinity University' ","'21 and over' ",125
2009 ,"'L27 Leeds Beckett University' ","'17 and under' ",5
2009 ,"'L27 Leeds Beckett University' ","'18' ",3235
2009 ,"'L27 Leeds Beckett University' ","'19' ",1455
2009 ,"'L27 Leeds Beckett University' ","'20' ",575
2009 ,"'L27 Leeds Beckett University' ","'21 and over' ",1040
2009 ,"'L28 Leeds College of Art' ","'18' ",120
2009 ,"'L28 Leeds College of Art' ","'19' ",210
2009 ,"'L28 Leeds College of Art' ","'20' ",55
2009 ,"'L28 Leeds College of Art' ","'21 and over' ",80
2009 ,"'L30 Leeds College of Music (UCAS)' ","'18' ",75
2009 ,"'L30 Leeds College of Music (UCAS)' ","'19' ",25
2009 ,"'L30 Leeds College of Music (UCAS)' ","'20' ",25
2009 ,"'L30 Leeds College of Music (UCAS)' ","'21 and over' ",40
2009 ,"'L34 University of Leicester' ","'17 and under' ",5
2009 ,"'L34 University of Leicester' ","'18' ",1545
2009 ,"'L34 University of Leicester' ","'19' ",335
2009 ,"'L34 University of Leicester' ","'20' ",100
2009 ,"'L34 University of Leicester' ","'21 and over' ",320
2009 ,"'L36 Leicester College' ","'18' ",40
2009 ,"'L36 Leicester College' ","'19' ",20
2009 ,"'L36 Leicester College' ","'20' ",15
2009 ,"'L36 Leicester College' ","'21 and over' ",35
2009 ,"'L39 University of Lincoln' ","'18' ",2010
2009 ,"'L39 University of Lincoln' ","'19' ",625
2009 ,"'L39 University of Lincoln' ","'20' ",210
2009 ,"'L39 University of Lincoln' ","'21 and over' ",555
2009 ,"'L41 The University of Liverpool' ","'17 and under' ",15
2009 ,"'L41 The University of Liverpool' ","'18' ",2350
2009 ,"'L41 The University of Liverpool' ","'19' ",665
2009 ,"'L41 The University of Liverpool' ","'20' ",150
2009 ,"'L41 The University of Liverpool' ","'21 and over' ",470
2009 ,"'L42 Lincoln College' ","'18' ",15
2009 ,"'L42 Lincoln College' ","'19' ",10
2009 ,"'L42 Lincoln College' ","'20' ",5
2009 ,"'L42 Lincoln College' ","'21 and over' ",10
2009 ,"'L43 The City of Liverpool College' ","'18' ",20
2009 ,"'L43 The City of Liverpool College' ","'19' ",15
2009 ,"'L43 The City of Liverpool College' ","'20' ",15
2009 ,"'L43 The City of Liverpool College' ","'21 and over' ",45
2009 ,"'L46 Liverpool Hope University' ","'18' ",800
2009 ,"'L46 Liverpool Hope University' ","'19' ",310
2009 ,"'L46 Liverpool Hope University' ","'20' ",130
2009 ,"'L46 Liverpool Hope University' ","'21 and over' ",420
2009 ,"'L48 The Liverpool Institute for Performing Arts' ","'18' ",70
2009 ,"'L48 The Liverpool Institute for Performing Arts' ","'19' ",40
2009 ,"'L48 The Liverpool Institute for Performing Arts' ","'20' ",20
2009 ,"'L48 The Liverpool Institute for Performing Arts' ","'21 and over' ",15
2009 ,"'L51 Liverpool John Moores University (LJMU)' ","'17 and under' ",10
2009 ,"'L51 Liverpool John Moores University (LJMU)' ","'18' ",2885
2009 ,"'L51 Liverpool John Moores University (LJMU)' ","'19' ",1225
2009 ,"'L51 Liverpool John Moores University (LJMU)' ","'20' ",460
2009 ,"'L51 Liverpool John Moores University (LJMU)' ","'21 and over' ",1160
2009 ,"'L53 Coleg Llandrillo' ","'18' ",25
2009 ,"'L53 Coleg Llandrillo' ","'19' ",10
2009 ,"'L53 Coleg Llandrillo' ","'20' ",5
2009 ,"'L53 Coleg Llandrillo' ","'21 and over' ",65
2009 ,"'L62 The London College, UCK' ","'18' ",20
2009 ,"'L62 The London College, UCK' ","'19' ",25
2009 ,"'L62 The London College, UCK' ","'20' ",25
2009 ,"'L62 The London College, UCK' ","'21 and over' ",60
2009 ,"'L68 London Metropolitan University' ","'17 and under' ",10
2009 ,"'L68 London Metropolitan University' ","'18' ",575
2009 ,"'L68 London Metropolitan University' ","'19' ",500
2009 ,"'L68 London Metropolitan University' ","'20' ",290
2009 ,"'L68 London Metropolitan University' ","'21 and over' ",1365
2009 ,"'L70 London School of Commerce' ","'21 and over' ",5
2009 ,"'L72 London School of Economics and Political Science (University of London)' ","'17 and under' ",10
2009 ,"'L72 London School of Economics and Political Science (University of London)' ","'18' ",605
2009 ,"'L72 London School of Economics and Political Science (University of London)' ","'19' ",125
2009 ,"'L72 London School of Economics and Political Science (University of London)' ","'20' ",35
2009 ,"'L72 London School of Economics and Political Science (University of London)' ","'21 and over' ",25
2009 ,"'L75 London South Bank University' ","'17 and under' ",10
2009 ,"'L75 London South Bank University' ","'18' ",510
2009 ,"'L75 London South Bank University' ","'19' ",450
2009 ,"'L75 London South Bank University' ","'20' ",325
2009 ,"'L75 London South Bank University' ","'21 and over' ",1660
2009 ,"'L77 Loughborough College' ","'18' ",105
2009 ,"'L77 Loughborough College' ","'19' ",50
2009 ,"'L77 Loughborough College' ","'20' ",45
2009 ,"'L77 Loughborough College' ","'21 and over' ",135
2009 ,"'L79 Loughborough University' ","'17 and under' ",10
2009 ,"'L79 Loughborough University' ","'18' ",2130
2009 ,"'L79 Loughborough University' ","'19' ",655
2009 ,"'L79 Loughborough University' ","'20' ",95
2009 ,"'L79 Loughborough University' ","'21 and over' ",85
2009 ,"'M10 The Manchester College' ","'18' ",30
2009 ,"'M10 The Manchester College' ","'19' ",45
2009 ,"'M10 The Manchester College' ","'20' ",35
2009 ,"'M10 The Manchester College' ","'21 and over' ",155
2009 ,"'M20 The University of Manchester' ","'17 and under' ",35
2009 ,"'M20 The University of Manchester' ","'18' ",4660
2009 ,"'M20 The University of Manchester' ","'19' ",1265
2009 ,"'M20 The University of Manchester' ","'20' ",300
2009 ,"'M20 The University of Manchester' ","'21 and over' ",835
2009 ,"'M40 The Manchester Metropolitan University' ","'17 and under' ",15
2009 ,"'M40 The Manchester Metropolitan University' ","'18' ",3725
2009 ,"'M40 The Manchester Metropolitan University' ","'19' ",2130
2009 ,"'M40 The Manchester Metropolitan University' ","'20' ",850
2009 ,"'M40 The Manchester Metropolitan University' ","'21 and over' ",1730
2009 ,"'M60 Matthew Boulton College of Further and Higher Education' ","'18' ",5
2009 ,"'M60 Matthew Boulton College of Further and Higher Education' ","'19' ",5
2009 ,"'M60 Matthew Boulton College of Further and Higher Education' ","'21 and over' ",25
2009 ,"'M62 Medway School of Pharmacy' ","'18' ",65
2009 ,"'M62 Medway School of Pharmacy' ","'19' ",35
2009 ,"'M62 Medway School of Pharmacy' ","'20' ",20
2009 ,"'M62 Medway School of Pharmacy' ","'21 and over' ",50
2009 ,"'M77 Mid Cheshire College' ","'18' ",10
2009 ,"'M80 Middlesex University' ","'17 and under' ",10
2009 ,"'M80 Middlesex University' ","'18' ",990
2009 ,"'M80 Middlesex University' ","'19' ",855
2009 ,"'M80 Middlesex University' ","'20' ",405
2009 ,"'M80 Middlesex University' ","'21 and over' ",1140
2009 ,"'M95 Mountview Academy of Theatre Arts' ","'18' ",15
2009 ,"'M95 Mountview Academy of Theatre Arts' ","'19' ",10
2009 ,"'M95 Mountview Academy of Theatre Arts' ","'21 and over' ",5
2009 ,"'M99 Myerscough College' ","'18' ",135
2009 ,"'M99 Myerscough College' ","'19' ",55
2009 ,"'M99 Myerscough College' ","'20' ",45
2009 ,"'M99 Myerscough College' ","'21 and over' ",105
2009 ,"'N07 Napier University, Edinburgh' ","'17 and under' ",25
2009 ,"'N07 Napier University, Edinburgh' ","'18' ",670
2009 ,"'N07 Napier University, Edinburgh' ","'19' ",320
2009 ,"'N07 Napier University, Edinburgh' ","'20' ",225
2009 ,"'N07 Napier University, Edinburgh' ","'21 and over' ",830
2009 ,"'N11 Nazarene Theological College' ","'18' ",5
2009 ,"'N11 Nazarene Theological College' ","'21 and over' ",10
2009 ,"'N13 NPTC Group' ","'18' ",50
2009 ,"'N13 NPTC Group' ","'19' ",25
2009 ,"'N13 NPTC Group' ","'20' ",25
2009 ,"'N13 NPTC Group' ","'21 and over' ",55
2009 ,"'N21 Newcastle University' ","'17 and under' ",20
2009 ,"'N21 Newcastle University' ","'18' ",2710
2009 ,"'N21 Newcastle University' ","'19' ",650
2009 ,"'N21 Newcastle University' ","'20' ",135
2009 ,"'N21 Newcastle University' ","'21 and over' ",320
2009 ,"'N23 Newcastle College' ","'18' ",310
2009 ,"'N23 Newcastle College' ","'19' ",230
2009 ,"'N23 Newcastle College' ","'20' ",180
2009 ,"'N23 Newcastle College' ","'21 and over' ",455
2009 ,"'N28 New College Durham' ","'18' ",15
2009 ,"'N28 New College Durham' ","'19' ",10
2009 ,"'N28 New College Durham' ","'21 and over' ",35
2009 ,"'N30 New College Nottingham' ","'18' ",95
2009 ,"'N30 New College Nottingham' ","'19' ",50
2009 ,"'N30 New College Nottingham' ","'20' ",45
2009 ,"'N30 New College Nottingham' ","'21 and over' ",145
2009 ,"'N36 Newman University, Birmingham' ","'18' ",365
2009 ,"'N36 Newman University, Birmingham' ","'19' ",140
2009 ,"'N36 Newman University, Birmingham' ","'20' ",50
2009 ,"'N36 Newman University, Birmingham' ","'21 and over' ",185
2009 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'18' ",465
2009 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'19' ",280
2009 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'20' ",140
2009 ,"'N37 University of South Wales (formerly University of Wales, Newport)' ","'21 and over' ",505
2009 ,"'N38 University of Northampton' ","'18' ",1220
2009 ,"'N38 University of Northampton' ","'19' ",595
2009 ,"'N38 University of Northampton' ","'20' ",265
2009 ,"'N38 University of Northampton' ","'21 and over' ",830
2009 ,"'N39 Norwich University Of The Arts' ","'18' ",170
2009 ,"'N39 Norwich University Of The Arts' ","'19' ",205
2009 ,"'N39 Norwich University Of The Arts' ","'20' ",70
2009 ,"'N39 Norwich University Of The Arts' ","'21 and over' ",155
2009 ,"'N41 Northbrook College Sussex' ","'18' ",55
2009 ,"'N41 Northbrook College Sussex' ","'19' ",40
2009 ,"'N41 Northbrook College Sussex' ","'20' ",30
2009 ,"'N41 Northbrook College Sussex' ","'21 and over' ",40
2009 ,"'N49 NESCOT, Surrey' ","'18' ",15
2009 ,"'N49 NESCOT, Surrey' ","'19' ",5
2009 ,"'N49 NESCOT, Surrey' ","'20' ",5
2009 ,"'N49 NESCOT, Surrey' ","'21 and over' ",30
2009 ,"'N51 New College Telford' ","'21 and over' ",5
2009 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'18' ",235
2009 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'19' ",140
2009 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'20' ",75
2009 ,"'N56 Glyndwr University (Formerly The North East Wales Institute of Higher Education)' ","'21 and over' ",460
2009 ,"'N58 North East Worcestershire College' ","'18' ",30
2009 ,"'N58 North East Worcestershire College' ","'19' ",15
2009 ,"'N58 North East Worcestershire College' ","'20' ",10
2009 ,"'N58 North East Worcestershire College' ","'21 and over' ",50
2009 ,"'N64 North Lindsey College' ","'18' ",25
2009 ,"'N64 North Lindsey College' ","'19' ",10
2009 ,"'N64 North Lindsey College' ","'20' ",15
2009 ,"'N64 North Lindsey College' ","'21 and over' ",205
2009 ,"'N77 Northumbria University' ","'17 and under' ",5
2009 ,"'N77 Northumbria University' ","'18' ",3270
2009 ,"'N77 Northumbria University' ","'19' ",990
2009 ,"'N77 Northumbria University' ","'20' ",340
2009 ,"'N77 Northumbria University' ","'21 and over' ",1055
2009 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'18' ",95
2009 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'19' ",45
2009 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'20' ",20
2009 ,"'N82 Norwich City College of Further and Higher Education (an Associate College of UEA)' ","'21 and over' ",135
2009 ,"'N84 The University of Nottingham' ","'17 and under' ",60
2009 ,"'N84 The University of Nottingham' ","'18' ",4085
2009 ,"'N84 The University of Nottingham' ","'19' ",925
2009 ,"'N84 The University of Nottingham' ","'20' ",200
2009 ,"'N84 The University of Nottingham' ","'21 and over' ",930
2009 ,"'N91 Nottingham Trent University' ","'17 and under' ",15
2009 ,"'N91 Nottingham Trent University' ","'18' ",4020
2009 ,"'N91 Nottingham Trent University' ","'19' ",1785
2009 ,"'N91 Nottingham Trent University' ","'20' ",405
2009 ,"'N91 Nottingham Trent University' ","'21 and over' ",670
2009 ,"'O25 Activate Learning (Oxford, Reading, Banbury & Bicester)' ","'21 and over' ",5
2009 ,"'O33 Oxford University' ","'17 and under' ",50
2009 ,"'O33 Oxford University' ","'18' ",2275
2009 ,"'O33 Oxford University' ","'19' ",345
2009 ,"'O33 Oxford University' ","'20' ",25
2009 ,"'O33 Oxford University' ","'21 and over' ",65
2009 ,"'O66 Oxford Brookes University' ","'17 and under' ",10
2009 ,"'O66 Oxford Brookes University' ","'18' ",1415
2009 ,"'O66 Oxford Brookes University' ","'19' ",735
2009 ,"'O66 Oxford Brookes University' ","'20' ",290
